Sample ID,Organism ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax id,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
5_LAM_008,5_LAM_008,Mus musculus,10090,-11.196276666666666,7.851055,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.07862903225806454,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.079
5_LAM_007,5_LAM_007,Mus musculus,10090,-11.196276666666666,7.851055,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1693548387096774,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.073
5_LAM_006,5_LAM_006,Mus musculus,10090,-11.196431666666667,7.851405,10,1,2,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13306451612903225,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.072
5_LAM_005,5_LAM_005,Crocidura olivieri,214449,-11.19699,7.8503066666666665,10,31,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.5201612903225806,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.028,0.11
5_LAM_004,5_LAM_004,Mastomys natalensis,10112,-11.196501666666666,7.8500033333333334,10,31,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1935483870967742,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.023,0.093
5_LAM_003,5_LAM_003,Mastomys natalensis,10112,-11.196956666666667,7.849981666666666,10,31,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13306451612903222,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.018,0.088
5_LAM_002,5_LAM_002,Rattus rattus,10117,-11.195066666666666,7.851183333333333,10,31,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13306451612903225,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.019,0.098
5_BAI_021,5_BAI_021,Mastomys natalensis,10112,-11.267711666666667,7.836665,10,29,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10917721518987338,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.009,0.067
5_BAI_020,5_BAI_020,Rattus rattus,10117,-11.267711666666667,7.836665,10,29,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.731012658227848,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.105
5_BAI_019,5_BAI_019,Crocidura olivieri,214449,-11.266638333333333,7.836443333333333,10,29,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.46993670886075944,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.128
5_BAI_018,5_BAI_018,Mastomys natalensis,10112,-11.266628333333333,7.836343333333334,10,29,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13291139240506328,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.009,0.072
5_BAI_017,5_BAI_017,Mastomys natalensis,10112,-11.262703333333333,7.8304366666666665,10,29,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.115
5_BAI_016,5_BAI_016,Gerbilliscus guineae,410300,-11.254023333333333,7.829805,10,29,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3227848101265823,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.142,0.16
5_BAI_015,5_BAI_015,Rattus rattus,10117,-11.268096666666667,7.836903333333334,10,28,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,1.3243670886075951,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.011,0.078
5_BAI_014,5_BAI_014,Rattus rattus,10117,-11.267645,7.8363,10,28,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.194620253164557,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.026,0.107
5_BAI_013,5_BAI_013,Mastomys natalensis,10112,-11.266661666666666,7.836391666666667,10,28,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1708860759493671,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.061,0.136
5_BAI_012,5_BAI_012,Lophuromys sikapusi,83535,-11.262601666666665,7.8306466666666665,10,28,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.7357594936708859,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.041,0.12
5_BAI_011,5_BAI_011,Rattus rattus,10117,-11.268096666666667,7.836903333333334,10,27,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.19936708860759492,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.068,0.142
5_BAI_010,5_BAI_010,Rattus rattus,10117,-11.268096666666667,7.836903333333334,10,27,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.24208860759493672,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.128
5_BAI_009,5_BAI_009,Rattus rattus,10117,-11.268096666666667,7.836078333333333,10,27,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.0522151898734177,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.06,0.13
5_BAI_008,5_BAI_008,Rattus rattus,10117,-11.267645,7.8363,10,27,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.32278481012658217,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.135
5_BAI_007,5_BAI_007,Crocidura olivieri,214449,-11.266733333333333,7.836461666666667,10,27,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.31329113924050633,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.104
5_BAI_006,5_BAI_006,Crocidura buettikoferi,214466,-11.266681666666667,7.836403333333333,10,27,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4319620253164557,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.1
5_BAI_005,5_BAI_005,Rattus rattus,10117,-11.268096666666667,7.836903333333334,10,26,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.34177215189873417,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.02,0.099
5_BAI_004,5_BAI_004,Mastomys natalensis,10112,-11.267711666666667,7.836665,10,26,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.25158227848101267,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.045,0.117
5_BAI_003,5_BAI_003,Rattus rattus,10117,-11.268096666666667,7.836078333333333,10,26,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2943037974683545,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.032,0.112
5_BAI_002,5_BAI_002,Lophuromys sikapusi,83535,-11.266661666666666,7.836391666666667,10,26,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.564873417721519,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.059,0.125
5_BAI_001,5_BAI_001,Lophuromys sikapusi,83535,-11.266628333333333,7.836343333333334,10,26,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.16613924050632914,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.066,0.131
5_SEI_044,5_SEI_044,Rattus rattus,10117,-11.193848333333333,8.122031666666667,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.0907258064516129,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.031,0.121
5_SEI_043,5_SEI_043,Praomys rostratus,476587,-11.193433333333333,8.122858333333333,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.09072580645161299,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.105
5_SEI_042,5_SEI_042,Mastomys natalensis,10112,-11.193298333333333,8.122358333333333,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1149193548387097,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.032,0.108
5_SEI_041,5_SEI_041,Crocidura buettikoferi,214466,-11.197521666666667,8.123995,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1028225806451613,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.014,0.094
5_SEI_040,5_SEI_040,Rattus rattus,10117,-11.197763333333333,8.123941666666667,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.15725806451612906,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.081
5_SEI_039,5_SEI_039,Hybomys planifrons,2107262,-11.197931666666667,8.123581666666666,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.26008064516129037,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.033,0.116
5_SEI_038,5_SEI_038,Praomys rostratus,476587,-11.194728333333334,8.123965,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14516129032258068,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.029,0.112
5_SEI_037,5_SEI_037,Lemniscomys striatus,121567,-11.194293333333333,8.123866666666666,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.15120967741935473,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.06,0.135
5_SEI_036,5_SEI_036,Mus setulosus,10102,-11.192641666666667,8.1222,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12096774193548389,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.078
5_SEI_035,5_SEI_035,Praomys rostratus,476587,-11.192668333333334,8.122166666666667,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2176470588235294,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.031,0.11
5_SEI_034,5_SEI_034,Praomys rostratus,476587,-11.192651666666666,8.122273333333334,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.15882352941176475,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.045,0.12
5_SEI_033,5_SEI_033,Praomys rostratus,476587,-11.192573333333334,8.122213333333333,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12352941176470592,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.026,0.095
5_SEI_032,5_SEI_032,Praomys rostratus,476587,-11.192571666666666,8.122183333333334,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13529411764705887,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.047,0.114
5_SEI_031,5_SEI_031,Praomys rostratus,476587,-11.192558333333332,8.122118333333333,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.08235294117647063,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.044,0.112
5_SEI_030,5_SEI_030,Mus setulosus,10102,-11.192505,8.122215,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.811764705882353,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.072
5_SEI_029,5_SEI_029,Praomys rostratus,476587,-11.192381666666666,8.122176666666666,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.11764705882352945,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.055,0.127
5_SEI_028,5_SEI_028,Crocidura olivieri,214449,-11.192131666666667,8.122151666666667,10,22,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.11176470588235297,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.139
5_SEI_027,5_SEI_027,Praomys rostratus,476587,-11.193778333333332,8.12299,10,21,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.3529411764705883,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.045,0.12
5_SEI_026,5_SEI_026,Praomys rostratus,476587,-11.193746666666666,8.121016666666666,10,21,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.11764705882352941,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.039,0.124
5_SEI_025,5_SEI_025,Praomys rostratus,476587,-11.193776666666666,8.120626666666666,10,21,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.22352941176470587,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.097
5_SEI_024,5_SEI_024,Praomys rostratus,476587,-11.194551666666667,8.120811666666667,10,21,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.11176470588235297,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.036,0.114
5_SEI_023,5_SEI_023,Praomys rostratus,476587,-11.192643333333333,8.122231666666666,10,21,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.19411764705882356,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.126
5_SEI_022,5_SEI_022,Praomys rostratus,476587,-11.192096666666666,8.122228333333334,10,21,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.24705882352941178,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.127
5_SEI_021,5_SEI_021,Rattus rattus,10117,-11.193666666666667,8.122145,10,20,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2529411764705882,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.085
5_SEI_020,5_SEI_020,Malacomys edwardsi,333388,-11.197626666666666,8.123975,10,20,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,3.61764705882353,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.105
5_SEI_019,5_SEI_019,Mus setulosus,10102,-11.19443,8.12046,10,20,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.30000000000000004,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.068
5_SEI_018,5_SEI_018,Lophuromys sikapusi,83535,-11.194376666666667,8.123733333333334,10,20,1,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2235294117647059,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.064,0.135
